Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population)
Hooliganism,Altai Krai,2020,4,0.2
Hooliganism,Zabaykalsky Krai,2020,7,0.7
Hooliganism,Krasnoyarsk Krai,2020,30,1.0
Hooliganism,Irkutsk Oblast,2020,10,0.4
Hooliganism,Kemerovo Oblast,2020,8,0.3
Hooliganism,Novosibirsk Oblast,2020,42,1.5
Hooliganism,Omsk Oblast,2020,9,0.5
Hooliganism,Tomsk Oblast,2020,9,0.8
Hooliganism,Sakha (Yakutia) Republic,2020,14,1.4
Hooliganism,Kamchatka Krai,2020,2,0.7
Hooliganism,Primorsky Krai,2020,21,1.1
Hooliganism,Khabarovsk Krai,2020,7,0.5
Hooliganism,Amur Oblast,2020,13,1.7
Hooliganism,Magadan Oblast,2020,1,0.7
Hooliganism,Sakhalin Oblast,2020,2,0.4
Hooliganism,Jewish Autonomous Oblast,2020,1,0.6
Hooliganism,Chukotka Autonomous Okrug,2020,0,0.0
Crimes in the Sphere of Economic Activity,Russian Federation,2020,105480,71.3
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2020,613,39.5
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2020,724,60.9
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2020,933,67.9
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2020,1355,58.0
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2020,741,77.7
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2020,689,65.5
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2020,448,74.9
Crimes in the Sphere of Economic Activity,Kursk Oblast,2020,594,54.0
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2020,545,47.0
Crimes in the Sphere of Economic Activity,Moscow Oblast,2020,3761,44.9
Crimes in the Sphere of Economic Activity,Oryol Oblast,2020,472,64.6
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2020,682,60.9
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2020,687,75.0
Crimes in the Sphere of Economic Activity,Tambov Oblast,2020,587,58.4
Crimes in the Sphere of Economic Activity,Tver Oblast,2020,703,55.9
Crimes in the Sphere of Economic Activity,Tula Oblast,2020,979,64.5
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2020,712,57.6
Crimes in the Sphere of Economic Activity,Moscow,2020,11744,90.7
Crimes in the Sphere of Economic Activity,Republic of Karelia,2020,440,79.9
Crimes in the Sphere of Economic Activity,Komi Republic,2020,627,82.1
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2020,942,92.9
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2020,64,153.8
Crimes in the Sphere of Economic Activity,Vologda Oblast,2020,797,68.7
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2020,496,48.9
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2020,1654,84.8
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2020,329,47.5
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2020,370,62.4
Crimes in the Sphere of Economic Activity,Pskov Oblast,2020,450,73.5
Crimes in the Sphere of Economic Activity,Saint Petersburg,2020,2911,52.2
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2020,2011,64.0
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2020,232,46.7
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2020,657,73.2
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2020,440,93.5
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2020,662,95.3
Crimes in the Sphere of Economic Activity,Chechen Republic,2020,568,38.4
Crimes in the Sphere of Economic Activity,Stavropol Krai,2020,2730,94.0
Crimes in the Sphere of Economic Activity,Republic of Adygea,2020,344,70.6
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2020,281,104.0
Crimes in the Sphere of Economic Activity,Republic of Crimea,2020,974,50.2
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2020,3575,61.7
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2020,730,74.5
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2020,1338,53.0
Crimes in the Sphere of Economic Activity,Rostov Oblast,2020,1866,44.1
Crimes in the Sphere of Economic Activity,Sevastopol,2020,231,44.2
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2020,2586,62.9
Crimes in the Sphere of Economic Activity,Mari El Republic,2020,427,62.5
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2020,897,112.3
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2020,2717,68.0
Crimes in the Sphere of Economic Activity,Udmurt Republic,2020,1152,78.3
Crimes in the Sphere of Economic Activity,Chuvash Republic,2020,1115,92.5
Crimes in the Sphere of Economic Activity,Perm Krai,2020,1633,63.4
Crimes in the Sphere of Economic Activity,Kirov Oblast,2020,743,62.3
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2020,2647,83.4
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2020,1186,62.5
Crimes in the Sphere of Economic Activity,Penza Oblast,2020,639,49.4
Crimes in the Sphere of Economic Activity,Samara Oblast,2020,2949,92.0
Crimes in the Sphere of Economic Activity,Saratov Oblast,2020,1647,66.5
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2020,674,55.3
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2020,772,96.5
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2020,2643,61.3
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2020,1239,78.5
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2020,981,58.2
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2020,242,47.4
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2020,2443,70.4
Crimes in the Sphere of Economic Activity,Altai Republic,2020,154,72.9
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2020,529,53.9
Crimes in the Sphere of Economic Activity,Tuva Republic,2020,178,53.9
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2020,277,51.5
Crimes in the Sphere of Economic Activity,Altai Krai,2020,985,44.3
Crimes in the Sphere of Economic Activity,Zabaykalsky Krai,2020,519,50.6
Crimes in the Sphere of Economic Activity,Krasnoyarsk Krai,2020,1477,51.4
Crimes in the Sphere of Economic Activity,Irkutsk Oblast,2020,1473,61.5
Crimes in the Sphere of Economic Activity,Kemerovo Oblast,2020,1053,39.8
Crimes in the Sphere of Economic Activity,Novosibirsk Oblast,2020,2224,79.1
Crimes in the Sphere of Economic Activity,Omsk Oblast,2020,1473,77.4
Crimes in the Sphere of Economic Activity,Tomsk Oblast,2020,607,56.5
Crimes in the Sphere of Economic Activity,Sakha (Yakutia) Republic,2020,626,64.1
Crimes in the Sphere of Economic Activity,Kamchatka Krai,2020,240,81.0
Crimes in the Sphere of Economic Activity,Primorsky Krai,2020,994,52.9
Crimes in the Sphere of Economic Activity,Khabarovsk Krai,2020,627,47.8
Crimes in the Sphere of Economic Activity,Amur Oblast,2020,400,51.1
Crimes in the Sphere of Economic Activity,Magadan Oblast,2020,206,148.6
Crimes in the Sphere of Economic Activity,Sakhalin Oblast,2020,337,71.1
Crimes in the Sphere of Economic Activity,Jewish Autonomous Oblast,2020,74,47.8
Crimes in the Sphere of Economic Activity,Chukotka Autonomous Okrug,2020,52,107.1
Murder,Russian Federation,2021,7258,4.9
Murder,Belgorod Oblast,2021,51,3.3
Murder,Bryansk Oblast,2021,49,4.2
Murder,Vladimir Oblast,2021,56,4.1
Murder,Voronezh Oblast,2021,92,4.0
Murder,Ivanovo Oblast,2021,49,5.2
Murder,Kaluga Oblast,2021,52,4.9
Murder,Kostroma Oblast,2021,27,4.6
Murder,Kursk Oblast,2021,57,5.2
Murder,Lipetsk Oblast,2021,36,3.1
Murder,Moscow Oblast,2021,324,3.8
Murder,Oryol Oblast,2021,29,4.0
Murder,Ryazan Oblast,2021,48,4.3
Murder,Smolensk Oblast,2021,58,6.4
Murder,Tambov Oblast,2021,26,2.6
Murder,Tver Oblast,2021,90,7.2
Murder,Tula Oblast,2021,61,4.0
Murder,Yaroslavl Oblast,2021,118,9.7
Murder,Moscow,2021,263,2.0
Murder,Republic of Karelia,2021,58,10.7
Murder,Komi Republic,2021,53,7.1
Murder,Arkhangelsk Oblast,2021,129,13.0
Murder,Nenets Autonomous Okrug,2021,6,14.4
Murder,Vologda Oblast,2021,73,6.3
Murder,Kaliningrad Oblast,2021,34,3.3
Murder,Leningrad Oblast,2021,140,7.1
Murder,Murmansk Oblast,2021,30,4.4
Murder,Novgorod Oblast,2021,44,7.5
Murder,Pskov Oblast,2021,31,5.1
Murder,Saint Petersburg,2021,133,2.4
Murder,Republic of Dagestan,2021,63,2.0
Murder,Republic of Ingushetia,2021,11,2.2
Murder,Kabardino-Balkar Republic,2021,24,2.7
Murder,Karachay-Cherkess Republic,2021,21,4.5
Murder,Republic of North Ossetia-Alania,2021,14,2.0
Murder,Chechen Republic,2021,14,0.9
Murder,Stavropol Krai,2021,82,2.8
Murder,Republic of Adygea,2021,15,3.1
Murder,Republic of Kalmykia,2021,14,5.2
Murder,Republic of Crimea,2021,66,3.4
Murder,Krasnodar Krai,2021,218,3.7
Murder,Astrakhan Oblast,2021,27,2.8
Murder,Volgograd Oblast,2021,97,3.9
Murder,Rostov Oblast,2021,134,3.2
Murder,Sevastopol,2021,12,2.3
Murder,Republic of Bashkortostan,2021,212,5.2
Murder,Mari El Republic,2021,44,6.5
Murder,Republic of Mordovia,2021,31,3.9
Murder,Republic of Tatarstan,2021,209,5.2
Murder,Udmurt Republic,2021,64,4.4
Murder,Chuvash Republic,2021,42,3.5
Murder,Perm Krai,2021,162,6.4
Murder,Kirov Oblast,2021,44,3.8
Murder,Nizhny Novgorod Oblast,2021,156,5.0
Murder,Orenburg Oblast,2021,78,4.2
Murder,Penza Oblast,2021,48,3.8
Murder,Samara Oblast,2021,105,3.3
Murder,Saratov Oblast,2021,78,3.2
Murder,Ulyanovsk Oblast,2021,87,7.2
Murder,Kurgan Oblast,2021,73,9.3
Murder,Sverdlovsk Oblast,2021,257,6.0
Murder,Tyumen Oblast,2021,75,4.7
Murder,Khanty–Mansi Autonomous Okrug – Yugra,2021,72,4.2
Murder,Yamalo-Nenets Autonomous Okrug,2021,43,8.5
Murder,Chelyabinsk Oblast,2021,177,5.1
Murder,Altai Republic,2021,20,9.5
Murder,Republic of Buryatia,2021,130,13.3
Murder,Tuva Republic,2021,114,34.2
Murder,Republic of Khakassia,2021,40,7.5
Murder,Altai Krai,2021,133,6.1
Murder,Zabaykalsky Krai,2021,154,15.2
Murder,Krasnoyarsk Krai,2021,236,8.2
Murder,Irkutsk Oblast,2021,230,9.7
Murder,Kemerovo Oblast,2021,196,7.5
Murder,Novosibirsk Oblast,2021,132,4.7
Murder,Omsk Oblast,2021,75,4.0
Murder,Tomsk Oblast,2021,53,5.0
Murder,Sakha (Yakutia) Republic,2021,103,10.4
Murder,Kamchatka Krai,2021,32,10.9
Murder,Primorsky Krai,2021,132,7.1
Murder,Khabarovsk Krai,2021,159,12.3
Murder,Amur Oblast,2021,110,14.2
Murder,Magadan Oblast,2021,11,8.0
Murder,Sakhalin Oblast,2021,39,8.3
Murder,Jewish Autonomous Oblast,2021,27,17.7
Murder,Chukotka Autonomous Okrug,2021,5,10.5
Intentional Bodily Harm,Russian Federation,2021,17894,12.1
Intentional Bodily Harm,Belgorod Oblast,2021,125,8.1
Intentional Bodily Harm,Bryansk Oblast,2021,100,8.5
Intentional Bodily Harm,Vladimir Oblast,2021,150,11.0
Intentional Bodily Harm,Voronezh Oblast,2021,190,8.2
Intentional Bodily Harm,Ivanovo Oblast,2021,111,11.8
Intentional Bodily Harm,Kaluga Oblast,2021,139,13.2
Intentional Bodily Harm,Kostroma Oblast,2021,56,9.5
Intentional Bodily Harm,Kursk Oblast,2021,93,8.5
Intentional Bodily Harm,Lipetsk Oblast,2021,88,7.6
Intentional Bodily Harm,Moscow Oblast,2021,830,9.8
Intentional Bodily Harm,Oryol Oblast,2021,63,8.7
Intentional Bodily Harm,Ryazan Oblast,2021,89,8.0
Intentional Bodily Harm,Smolensk Oblast,2021,104,11.6
Intentional Bodily Harm,Tambov Oblast,2021,95,9.6
Intentional Bodily Harm,Tver Oblast,2021,140,11.3
Intentional Bodily Harm,Tula Oblast,2021,136,9.0
Intentional Bodily Harm,Yaroslavl Oblast,2021,172,14.1
Intentional Bodily Harm,Moscow,2021,549,4.2
Intentional Bodily Harm,Republic of Karelia,2021,101,18.7
Intentional Bodily Harm,Komi Republic,2021,184,24.5
Intentional Bodily Harm,Arkhangelsk Oblast,2021,145,14.6
Intentional Bodily Harm,Nenets Autonomous Okrug,2021,9,21.7
Intentional Bodily Harm,Vologda Oblast,2021,186,16.2
Intentional Bodily Harm,Kaliningrad Oblast,2021,92,9.0
Intentional Bodily Harm,Leningrad Oblast,2021,234,11.8
Intentional Bodily Harm,Murmansk Oblast,2021,111,16.4
Intentional Bodily Harm,Novgorod Oblast,2021,57,9.7
Intentional Bodily Harm,Pskov Oblast,2021,89,14.7
Intentional Bodily Harm,Saint Petersburg,2021,321,5.7
Intentional Bodily Harm,Republic of Dagestan,2021,95,3.0
Intentional Bodily Harm,Republic of Ingushetia,2021,10,2.0
Intentional Bodily Harm,Kabardino-Balkar Republic,2021,34,3.8
Intentional Bodily Harm,Karachay-Cherkess Republic,2021,28,6.0
Intentional Bodily Harm,Republic of North Ossetia-Alania,2021,33,4.8
Intentional Bodily Harm,Chechen Republic,2021,7,0.5
Intentional Bodily Harm,Stavropol Krai,2021,236,8.1
Intentional Bodily Harm,Republic of Adygea,2021,39,8.0
Intentional Bodily Harm,Republic of Kalmykia,2021,49,18.2
Intentional Bodily Harm,Republic of Crimea,2021,156,8.1
Intentional Bodily Harm,Krasnodar Krai,2021,514,8.8
Intentional Bodily Harm,Astrakhan Oblast,2021,87,9.0
Intentional Bodily Harm,Volgograd Oblast,2021,236,9.4
Intentional Bodily Harm,Rostov Oblast,2021,335,7.9
Intentional Bodily Harm,Sevastopol,2021,63,11.8
Intentional Bodily Harm,Republic of Bashkortostan,2021,469,11.4
Intentional Bodily Harm,Mari El Republic,2021,86,12.7
Intentional Bodily Harm,Republic of Mordovia,2021,65,8.2
Intentional Bodily Harm,Republic of Tatarstan,2021,348,8.7
Intentional Bodily Harm,Udmurt Republic,2021,263,18.0
Intentional Bodily Harm,Chuvash Republic,2021,131,11.0
Intentional Bodily Harm,Perm Krai,2021,445,17.4
Intentional Bodily Harm,Kirov Oblast,2021,133,11.3
Intentional Bodily Harm,Nizhny Novgorod Oblast,2021,315,10.0
Intentional Bodily Harm,Orenburg Oblast,2021,278,14.8
Intentional Bodily Harm,Penza Oblast,2021,138,10.8
Intentional Bodily Harm,Samara Oblast,2021,274,8.6
Intentional Bodily Harm,Saratov Oblast,2021,223,9.1
Intentional Bodily Harm,Ulyanovsk Oblast,2021,125,10.4
Intentional Bodily Harm,Kurgan Oblast,2021,102,12.9
Intentional Bodily Harm,Sverdlovsk Oblast,2021,661,15.4
Intentional Bodily Harm,Tyumen Oblast,2021,316,19.9
Intentional Bodily Harm,Khanty–Mansi Autonomous Okrug – Yugra,2021,234,13.8
Intentional Bodily Harm,Yamalo-Nenets Autonomous Okrug,2021,103,20.2
Intentional Bodily Harm,Chelyabinsk Oblast,2021,557,16.2
Intentional Bodily Harm,Altai Republic,2021,44,20.8
Intentional Bodily Harm,Republic of Buryatia,2021,257,26.2
Intentional Bodily Harm,Tuva Republic,2021,365,109.4
Intentional Bodily Harm,Republic of Khakassia,2021,125,23.3
Intentional Bodily Harm,Altai Krai,2021,447,20.4
Intentional Bodily Harm,Zabaykalsky Krai,2021,342,33.7
Intentional Bodily Harm,Krasnoyarsk Krai,2021,672,23.5
Intentional Bodily Harm,Irkutsk Oblast,2021,647,27.2
Intentional Bodily Harm,Kemerovo Oblast,2021,637,24.3
Intentional Bodily Harm,Novosibirsk Oblast,2021,376,13.4
Intentional Bodily Harm,Omsk Oblast,2021,264,14.1
Intentional Bodily Harm,Tomsk Oblast,2021,196,18.4
Intentional Bodily Harm,Sakha (Yakutia) Republic,2021,270,27.3
Intentional Bodily Harm,Kamchatka Krai,2021,60,20.5
Intentional Bodily Harm,Primorsky Krai,2021,473,25.5
Intentional Bodily Harm,Khabarovsk Krai,2021,250,19.3
Intentional Bodily Harm,Amur Oblast,2021,211,27.3
Intentional Bodily Harm,Magadan Oblast,2021,29,21.1
Intentional Bodily Harm,Sakhalin Oblast,2021,110,23.4
Intentional Bodily Harm,Jewish Autonomous Oblast,2021,44,28.8
Intentional Bodily Harm,Chukotka Autonomous Okrug,2021,19,39.9
Rape,Russian Federation,2021,3457,2.3
Rape,Belgorod Oblast,2021,26,1.7
Rape,Bryansk Oblast,2021,8,0.7
Rape,Vladimir Oblast,2021,18,1.3
Rape,Voronezh Oblast,2021,33,1.4
Rape,Ivanovo Oblast,2021,26,2.8
Rape,Kaluga Oblast,2021,27,2.6
Rape,Kostroma Oblast,2021,13,2.2
Rape,Kursk Oblast,2021,60,5.5
Rape,Lipetsk Oblast,2021,19,1.7
Rape,Moscow Oblast,2021,129,1.5
Rape,Oryol Oblast,2021,7,1.0
Rape,Ryazan Oblast,2021,14,1.3
Rape,Smolensk Oblast,2021,12,1.3
Rape,Tambov Oblast,2021,10,1.0
Rape,Tver Oblast,2021,16,1.3
Rape,Tula Oblast,2021,20,1.3
Rape,Yaroslavl Oblast,2021,15,1.2
Rape,Moscow,2021,131,1.0
Rape,Republic of Karelia,2021,21,3.9
Rape,Komi Republic,2021,36,4.8
Rape,Arkhangelsk Oblast,2021,31,3.1
Rape,Nenets Autonomous Okrug,2021,2,4.8
Rape,Vologda Oblast,2021,20,1.7
Rape,Kaliningrad Oblast,2021,17,1.7
Rape,Leningrad Oblast,2021,42,2.1
Rape,Murmansk Oblast,2021,11,1.6
Rape,Novgorod Oblast,2021,7,1.2
Rape,Pskov Oblast,2021,8,1.3
Rape,Saint Petersburg,2021,68,1.2
Rape,Republic of Dagestan,2021,39,1.2
Rape,Republic of Ingushetia,2021,4,0.8
Rape,Kabardino-Balkar Republic,2021,25,2.8
Rape,Karachay-Cherkess Republic,2021,8,1.7
Rape,Republic of North Ossetia-Alania,2021,6,0.9
Rape,Chechen Republic,2021,2,0.1
Rape,Stavropol Krai,2021,62,2.1
Rape,Republic of Adygea,2021,10,2.0
Rape,Republic of Kalmykia,2021,3,1.1
Rape,Republic of Crimea,2021,21,1.1
Rape,Krasnodar Krai,2021,85,1.5
Rape,Astrakhan Oblast,2021,57,5.9
Rape,Volgograd Oblast,2021,56,2.2
Rape,Rostov Oblast,2021,51,1.2
Rape,Sevastopol,2021,10,1.9
Rape,Republic of Bashkortostan,2021,68,1.7
Rape,Mari El Republic,2021,9,1.3
Rape,Republic of Mordovia,2021,10,1.3
Rape,Republic of Tatarstan,2021,162,4.1
Rape,Udmurt Republic,2021,75,5.1
Rape,Chuvash Republic,2021,32,2.7
Rape,Perm Krai,2021,49,1.9
Rape,Kirov Oblast,2021,28,2.4
Rape,Nizhny Novgorod Oblast,2021,75,2.4
Rape,Orenburg Oblast,2021,49,2.6
Rape,Penza Oblast,2021,32,2.5
Rape,Samara Oblast,2021,26,0.8
Rape,Saratov Oblast,2021,49,2.0
Rape,Ulyanovsk Oblast,2021,11,0.9
Rape,Kurgan Oblast,2021,116,14.7
Rape,Sverdlovsk Oblast,2021,192,4.5
Rape,Tyumen Oblast,2021,53,3.3
Rape,Khanty–Mansi Autonomous Okrug – Yugra,2021,24,1.4
Rape,Yamalo-Nenets Autonomous Okrug,2021,19,3.7
Rape,Chelyabinsk Oblast,2021,63,1.8
Rape,Altai Republic,2021,18,8.5
Rape,Republic of Buryatia,2021,43,4.4
Rape,Tuva Republic,2021,45,13.5
Rape,Republic of Khakassia,2021,22,4.1
Rape,Altai Krai,2021,55,2.5
Rape,Zabaykalsky Krai,2021,61,6.0
Rape,Krasnoyarsk Krai,2021,164,5.7
Rape,Irkutsk Oblast,2021,104,4.4
Rape,Kemerovo Oblast,2021,96,3.7
Rape,Novosibirsk Oblast,2021,81,2.9
Rape,Omsk Oblast,2021,34,1.8
Rape,Tomsk Oblast,2021,19,1.8
Rape,Sakha (Yakutia) Republic,2021,76,7.7
Rape,Kamchatka Krai,2021,15,5.1
Rape,Primorsky Krai,2021,57,3.1
Rape,Khabarovsk Krai,2021,54,4.2
Rape,Amur Oblast,2021,28,3.6
Rape,Magadan Oblast,2021,4,2.9
Rape,Sakhalin Oblast,2021,12,2.6
Rape,Jewish Autonomous Oblast,2021,8,5.2
Rape,Chukotka Autonomous Okrug,2021,1,2.1
Theft,Russian Federation,2021,733075,497.1
Theft,Belgorod Oblast,2021,4734,306.3
Theft,Bryansk Oblast,2021,3956,335.5
Theft,Vladimir Oblast,2021,5579,410.5
Theft,Voronezh Oblast,2021,14067,606.6
Theft,Ivanovo Oblast,2021,4498,479.1
Theft,Kaluga Oblast,2021,5638,533.9
Theft,Kostroma Oblast,2021,2744,465.7
Theft,Kursk Oblast,2021,5102,467.4
Theft,Lipetsk Oblast,2021,4619,401.4
Theft,Moscow Oblast,2021,24523,290.7
Theft,Oryol Oblast,2021,2577,357.4
Theft,Ryazan Oblast,2021,2630,236.8
Theft,Smolensk Oblast,2021,4851,538.8
Theft,Tambov Oblast,2021,3918,394.6
Theft,Tver Oblast,2021,9047,728.5
Theft,Tula Oblast,2021,6001,398.0
Theft,Yaroslavl Oblast,2021,6391,523.1
Theft,Moscow,2021,61548,474.2
Theft,Republic of Karelia,2021,5852,1080.8
Theft,Komi Republic,2021,4379,583.5
Theft,Arkhangelsk Oblast,2021,6024,605.0
Theft,Nenets Autonomous Okrug,2021,192,462.0
Theft,Vologda Oblast,2021,6931,602.7
Theft,Kaliningrad Oblast,2021,5588,547.0
Theft,Leningrad Oblast,2021,12421,628.2
Theft,Murmansk Oblast,2021,3973,585.5
Theft,Novgorod Oblast,2021,4318,734.0
Theft,Pskov Oblast,2021,2765,457.0
Theft,Saint Petersburg,2021,22849,408.9
Theft,Republic of Dagestan,2021,1553,49.1
Theft,Republic of Ingushetia,2021,245,48.6
Theft,Kabardino-Balkar Republic,2021,1600,177.7
Theft,Karachay-Cherkess Republic,2021,1004,213.5
Theft,Republic of North Ossetia-Alania,2021,1606,232.5
Theft,Chechen Republic,2021,585,39.1
Theft,Stavropol Krai,2021,11641,400.8
Theft,Republic of Adygea,2021,1290,263.0
Theft,Republic of Kalmykia,2021,698,259.6
Theft,Republic of Crimea,2021,6288,325.5
Theft,Krasnodar Krai,2021,28899,496.9
Theft,Astrakhan Oblast,2021,3813,393.5
Theft,Volgograd Oblast,2021,15943,634.3
Theft,Rostov Oblast,2021,26804,635.7
Theft,Sevastopol,2021,1990,374.2
Theft,Republic of Bashkortostan,2021,19823,483.9
Theft,Mari El Republic,2021,2536,373.1
Theft,Republic of Mordovia,2021,2268,287.6
Theft,Republic of Tatarstan,2021,19385,484.9
Theft,Udmurt Republic,2021,10342,707.9
Theft,Chuvash Republic,2021,3369,282.0
Theft,Perm Krai,2021,14395,564.4
Theft,Kirov Oblast,2021,6886,587.1
Theft,Nizhny Novgorod Oblast,2021,14412,458.3
Theft,Orenburg Oblast,2021,8046,428.1
Theft,Penza Oblast,2021,4577,357.9
Theft,Samara Oblast,2021,15971,501.6
Theft,Saratov Oblast,2021,10782,438.7
Theft,Ulyanovsk Oblast,2021,3858,319.6
Theft,Kurgan Oblast,2021,4407,559.0
Theft,Sverdlovsk Oblast,2021,20417,476.0
Theft,Tyumen Oblast,2021,7451,468.8
Theft,Khanty–Mansi Autonomous Okrug – Yugra,2021,5516,324.8
Theft,Yamalo-Nenets Autonomous Okrug,2021,1687,331.6
Theft,Chelyabinsk Oblast,2021,25448,738.6
Theft,Altai Republic,2021,1265,599.1
Theft,Republic of Buryatia,2021,7880,803.3
Theft,Tuva Republic,2021,3369,1009.5
Theft,Republic of Khakassia,2021,3736,696.6
Theft,Altai Krai,2021,14561,664.0
Theft,Zabaykalsky Krai,2021,7252,714.7
Theft,Krasnoyarsk Krai,2021,17540,612.8
Theft,Irkutsk Oblast,2021,15797,663.5
Theft,Kemerovo Oblast,2021,20265,772.8
Theft,Novosibirsk Oblast,2021,23664,844.7
Theft,Omsk Oblast,2021,8807,468.9
Theft,Tomsk Oblast,2021,5382,505.2
Theft,Sakha (Yakutia) Republic,2021,3384,342.8
Theft,Kamchatka Krai,2021,1871,638.0
Theft,Primorsky Krai,2021,12201,656.6
Theft,Khabarovsk Krai,2021,8347,644.5
Theft,Amur Oblast,2021,7071,913.9
Theft,Magadan Oblast,2021,634,461.6
