Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population)
Hooliganism,Chuvash Republic,2017,8,0.7
Hooliganism,Perm Krai,2017,14,0.5
Hooliganism,Kirov Oblast,2017,57,4.6
Hooliganism,Nizhny Novgorod Oblast,2017,23,0.7
Hooliganism,Orenburg Oblast,2017,11,0.6
Hooliganism,Penza Oblast,2017,2,0.1
Hooliganism,Samara Oblast,2017,30,0.9
Hooliganism,Saratov Oblast,2017,11,0.4
Hooliganism,Ulyanovsk Oblast,2017,7,0.6
Hooliganism,Kurgan Oblast,2017,15,1.8
Hooliganism,Sverdlovsk Oblast,2017,30,0.7
Hooliganism,Tyumen Oblast,2017,41,2.7
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2017,35,2.1
Hooliganism,Yamalo-Nenets Autonomous Okrug,2017,3,0.6
Hooliganism,Chelyabinsk Oblast,2017,107,3.1
Hooliganism,Altai Republic,2017,0,0.0
Hooliganism,Republic of Buryatia,2017,27,2.8
Hooliganism,Tuva Republic,2017,13,4.1
Hooliganism,Republic of Khakassia,2017,9,1.7
Hooliganism,Altai Krai,2017,4,0.2
Hooliganism,Zabaykalsky Krai,2017,14,1.3
Hooliganism,Krasnoyarsk Krai,2017,28,1.0
Hooliganism,Irkutsk Oblast,2017,18,0.7
Hooliganism,Kemerovo Oblast,2017,21,0.8
Hooliganism,Novosibirsk Oblast,2017,43,1.5
Hooliganism,Omsk Oblast,2017,3,0.2
Hooliganism,Tomsk Oblast,2017,10,0.9
Hooliganism,Sakha (Yakutia) Republic,2017,15,1.6
Hooliganism,Kamchatka Krai,2017,3,1.0
Hooliganism,Primorsky Krai,2017,20,1.0
Hooliganism,Khabarovsk Krai,2017,4,0.3
Hooliganism,Amur Oblast,2017,16,2.0
Hooliganism,Magadan Oblast,2017,0,0.0
Hooliganism,Sakhalin Oblast,2017,7,1.5
Hooliganism,Jewish Autonomous Oblast,2017,2,1.2
Hooliganism,Chukotka Autonomous Okrug,2017,1,2.1
Crimes in the Sphere of Economic Activity,Russian Federation,2017,105087,71.2
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2017,783,50.3
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2017,611,50.2
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2017,921,65.8
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2017,1630,69.6
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2017,667,67.1
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2017,857,81.8
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2017,455,72.9
Crimes in the Sphere of Economic Activity,Kursk Oblast,2017,637,56.9
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2017,573,49.0
Crimes in the Sphere of Economic Activity,Moscow Oblast,2017,4029,50.6
Crimes in the Sphere of Economic Activity,Oryol Oblast,2017,479,63.6
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2017,696,61.4
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2017,828,88.0
Crimes in the Sphere of Economic Activity,Tambov Oblast,2017,414,39.8
Crimes in the Sphere of Economic Activity,Tver Oblast,2017,835,64.5
Crimes in the Sphere of Economic Activity,Tula Oblast,2017,872,56.8
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2017,652,51.8
Crimes in the Sphere of Economic Activity,Moscow,2017,10430,83.6
Crimes in the Sphere of Economic Activity,Republic of Karelia,2017,454,77.5
Crimes in the Sphere of Economic Activity,Komi Republic,2017,941,116.0
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2017,992,92.9
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2017,47,111.1
Crimes in the Sphere of Economic Activity,Vologda Oblast,2017,861,72.8
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2017,725,73.4
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2017,1028,55.8
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2017,447,61.7
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2017,453,74.3
Crimes in the Sphere of Economic Activity,Pskov Oblast,2017,457,72.2
Crimes in the Sphere of Economic Activity,Saint Petersburg,2017,2930,54.2
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2017,2226,72.7
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2017,204,43.1
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2017,659,74.6
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2017,524,111.7
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2017,866,123.3
Crimes in the Sphere of Economic Activity,Chechen Republic,2017,623,44.0
Crimes in the Sphere of Economic Activity,Stavropol Krai,2017,2587,90.1
Crimes in the Sphere of Economic Activity,Republic of Adygea,2017,295,62.8
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2017,247,89.2
Crimes in the Sphere of Economic Activity,Republic of Crimea,2017,1066,55.4
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2017,4098,72.5
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2017,923,92.2
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2017,1667,65.2
Crimes in the Sphere of Economic Activity,Rostov Oblast,2017,2265,53.3
Crimes in the Sphere of Economic Activity,Sevastopol,2017,362,78.9
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2017,2212,53.7
Crimes in the Sphere of Economic Activity,Mari El Republic,2017,411,59.8
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2017,700,86.0
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2017,2574,65.2
Crimes in the Sphere of Economic Activity,Udmurt Republic,2017,921,61.5
Crimes in the Sphere of Economic Activity,Chuvash Republic,2017,1032,84.1
Crimes in the Sphere of Economic Activity,Perm Krai,2017,1770,67.7
Crimes in the Sphere of Economic Activity,Kirov Oblast,2017,848,68.2
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2017,1537,47.6
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2017,1130,58.0
Crimes in the Sphere of Economic Activity,Penza Oblast,2017,609,45.6
Crimes in the Sphere of Economic Activity,Samara Oblast,2017,2164,67.2
Crimes in the Sphere of Economic Activity,Saratov Oblast,2017,1598,63.5
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2017,739,59.3
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2017,684,81.8
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2017,1856,42.9
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2017,1214,80.7
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2017,1039,62.9
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2017,368,71.8
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2017,2762,78.8
Crimes in the Sphere of Economic Activity,Altai Republic,2017,169,80.1
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2017,838,85.4
Crimes in the Sphere of Economic Activity,Tuva Republic,2017,215,67.1
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2017,281,52.0
Crimes in the Sphere of Economic Activity,Altai Krai,2017,973,42.2
Crimes in the Sphere of Economic Activity,Zabaykalsky Krai,2017,938,88.8
Crimes in the Sphere of Economic Activity,Krasnoyarsk Krai,2017,1650,57.3
Crimes in the Sphere of Economic Activity,Irkutsk Oblast,2017,1407,58.3
Crimes in the Sphere of Economic Activity,Kemerovo Oblast,2017,1046,38.7
Crimes in the Sphere of Economic Activity,Novosibirsk Oblast,2017,1887,67.7
Crimes in the Sphere of Economic Activity,Omsk Oblast,2017,1685,86.1
Crimes in the Sphere of Economic Activity,Tomsk Oblast,2017,565,52.5
Crimes in the Sphere of Economic Activity,Sakha (Yakutia) Republic,2017,498,51.5
Crimes in the Sphere of Economic Activity,Kamchatka Krai,2017,273,89.9
Crimes in the Sphere of Economic Activity,Primorsky Krai,2017,1178,61.7
Crimes in the Sphere of Economic Activity,Khabarovsk Krai,2017,819,61.6
Crimes in the Sphere of Economic Activity,Amur Oblast,2017,499,62.6
Crimes in the Sphere of Economic Activity,Magadan Oblast,2017,223,154.3
Crimes in the Sphere of Economic Activity,Sakhalin Oblast,2017,495,103.9
Crimes in the Sphere of Economic Activity,Jewish Autonomous Oblast,2017,66,40.8
Crimes in the Sphere of Economic Activity,Chukotka Autonomous Okrug,2017,32,65.8
Murder,Russian Federation,2018,8469,5.7
Murder,Belgorod Oblast,2018,63,4.1
Murder,Bryansk Oblast,2018,45,3.7
Murder,Vladimir Oblast,2018,74,5.3
Murder,Voronezh Oblast,2018,80,3.4
Murder,Ivanovo Oblast,2018,62,6.3
Murder,Kaluga Oblast,2018,62,5.9
Murder,Kostroma Oblast,2018,21,3.4
Murder,Kursk Oblast,2018,39,3.5
Murder,Lipetsk Oblast,2018,43,3.7
Murder,Moscow Oblast,2018,364,4.5
Murder,Oryol Oblast,2018,38,5.1
Murder,Ryazan Oblast,2018,45,4.0
Murder,Smolensk Oblast,2018,52,5.6
Murder,Tambov Oblast,2018,54,5.2
Murder,Tver Oblast,2018,112,8.7
Murder,Tula Oblast,2018,77,5.0
Murder,Yaroslavl Oblast,2018,61,4.9
Murder,Moscow,2018,337,2.7
Murder,Republic of Karelia,2018,47,8.2
Murder,Komi Republic,2018,85,10.7
Murder,Arkhangelsk Oblast,2018,119,11.3
Murder,Nenets Autonomous Okrug,2018,1,2.4
Murder,Vologda Oblast,2018,81,6.9
Murder,Kaliningrad Oblast,2018,37,3.7
Murder,Leningrad Oblast,2018,150,8.0
Murder,Murmansk Oblast,2018,33,4.6
Murder,Novgorod Oblast,2018,46,7.6
Murder,Pskov Oblast,2018,44,7.0
Murder,Saint Petersburg,2018,189,3.4
Murder,Republic of Dagestan,2018,82,2.7
Murder,Republic of Ingushetia,2018,17,3.5
Murder,Kabardino-Balkar Republic,2018,25,2.8
Murder,Karachay-Cherkess Republic,2018,27,5.7
Murder,Republic of North Ossetia-Alania,2018,21,3.0
Murder,Chechen Republic,2018,15,1.0
Murder,Stavropol Krai,2018,117,4.1
Murder,Republic of Adygea,2018,16,3.4
Murder,Republic of Kalmykia,2018,19,6.9
Murder,Republic of Crimea,2018,94,4.9
Murder,Krasnodar Krai,2018,245,4.3
Murder,Astrakhan Oblast,2018,48,4.8
Murder,Volgograd Oblast,2018,119,4.7
Murder,Rostov Oblast,2018,166,3.9
Murder,Sevastopol,2018,12,2.5
Murder,Republic of Bashkortostan,2018,254,6.2
Murder,Mari El Republic,2018,46,6.7
Murder,Republic of Mordovia,2018,33,4.1
Murder,Republic of Tatarstan,2018,240,6.1
Murder,Udmurt Republic,2018,79,5.3
Murder,Chuvash Republic,2018,38,3.1
Murder,Perm Krai,2018,200,7.7
Murder,Kirov Oblast,2018,67,5.5
Murder,Nizhny Novgorod Oblast,2018,215,6.7
Murder,Orenburg Oblast,2018,117,6.1
Murder,Penza Oblast,2018,40,3.0
Murder,Samara Oblast,2018,124,3.9
Murder,Saratov Oblast,2018,90,3.6
Murder,Ulyanovsk Oblast,2018,64,5.2
Murder,Kurgan Oblast,2018,94,11.4
Murder,Sverdlovsk Oblast,2018,289,6.7
Murder,Tyumen Oblast,2018,96,6.3
Murder,Khanty–Mansi Autonomous Okrug – Yugra,2018,77,4.6
Murder,Yamalo-Nenets Autonomous Okrug,2018,51,10.0
Murder,Chelyabinsk Oblast,2018,242,6.9
Murder,Altai Republic,2018,33,15.6
Murder,Republic of Buryatia,2018,180,18.3
Murder,Tuva Republic,2018,88,27.2
Murder,Republic of Khakassia,2018,64,11.8
Murder,Altai Krai,2018,146,6.4
Murder,Zabaykalsky Krai,2018,184,17.6
Murder,Krasnoyarsk Krai,2018,271,9.4
Murder,Irkutsk Oblast,2018,275,11.4
Murder,Kemerovo Oblast,2018,210,7.8
Murder,Novosibirsk Oblast,2018,178,6.4
Murder,Omsk Oblast,2018,105,5.4
Murder,Tomsk Oblast,2018,63,5.9
Murder,Sakha (Yakutia) Republic,2018,111,11.5
Murder,Kamchatka Krai,2018,32,10.6
Murder,Primorsky Krai,2018,160,8.4
Murder,Khabarovsk Krai,2018,151,11.4
Murder,Amur Oblast,2018,118,14.9
Murder,Magadan Oblast,2018,24,16.8
Murder,Sakhalin Oblast,2018,50,10.5
Murder,Jewish Autonomous Oblast,2018,27,17.0
Murder,Chukotka Autonomous Okrug,2018,8,16.7
Intentional Bodily Harm,Russian Federation,2018,23224,15.7
Intentional Bodily Harm,Belgorod Oblast,2018,128,8.2
Intentional Bodily Harm,Bryansk Oblast,2018,164,13.6
Intentional Bodily Harm,Vladimir Oblast,2018,182,13.1
Intentional Bodily Harm,Voronezh Oblast,2018,228,9.7
Intentional Bodily Harm,Ivanovo Oblast,2018,156,15.9
Intentional Bodily Harm,Kaluga Oblast,2018,151,14.4
Intentional Bodily Harm,Kostroma Oblast,2018,74,12.0
Intentional Bodily Harm,Kursk Oblast,2018,111,10.0
Intentional Bodily Harm,Lipetsk Oblast,2018,127,10.9
Intentional Bodily Harm,Moscow Oblast,2018,1006,12.4
Intentional Bodily Harm,Oryol Oblast,2018,76,10.2
Intentional Bodily Harm,Ryazan Oblast,2018,114,10.1
Intentional Bodily Harm,Smolensk Oblast,2018,152,16.3
Intentional Bodily Harm,Tambov Oblast,2018,135,13.1
Intentional Bodily Harm,Tver Oblast,2018,183,14.3
Intentional Bodily Harm,Tula Oblast,2018,197,12.9
Intentional Bodily Harm,Yaroslavl Oblast,2018,199,15.9
Intentional Bodily Harm,Moscow,2018,836,6.6
Intentional Bodily Harm,Republic of Karelia,2018,147,25.7
Intentional Bodily Harm,Komi Republic,2018,227,28.5
Intentional Bodily Harm,Arkhangelsk Oblast,2018,220,21.0
Intentional Bodily Harm,Nenets Autonomous Okrug,2018,12,28.5
Intentional Bodily Harm,Vologda Oblast,2018,237,20.2
Intentional Bodily Harm,Kaliningrad Oblast,2018,112,11.2
Intentional Bodily Harm,Leningrad Oblast,2018,250,13.4
Intentional Bodily Harm,Murmansk Oblast,2018,149,20.8
Intentional Bodily Harm,Novgorod Oblast,2018,103,17.1
Intentional Bodily Harm,Pskov Oblast,2018,105,16.8
Intentional Bodily Harm,Saint Petersburg,2018,417,7.6
Intentional Bodily Harm,Republic of Dagestan,2018,79,2.6
Intentional Bodily Harm,Republic of Ingushetia,2018,11,2.3
Intentional Bodily Harm,Kabardino-Balkar Republic,2018,67,7.5
Intentional Bodily Harm,Karachay-Cherkess Republic,2018,34,7.2
Intentional Bodily Harm,Republic of North Ossetia-Alania,2018,53,7.6
Intentional Bodily Harm,Chechen Republic,2018,9,0.6
Intentional Bodily Harm,Stavropol Krai,2018,303,10.5
Intentional Bodily Harm,Republic of Adygea,2018,41,8.7
Intentional Bodily Harm,Republic of Kalmykia,2018,42,15.3
Intentional Bodily Harm,Republic of Crimea,2018,235,12.2
Intentional Bodily Harm,Krasnodar Krai,2018,684,12.0
Intentional Bodily Harm,Astrakhan Oblast,2018,148,14.8
Intentional Bodily Harm,Volgograd Oblast,2018,307,12.0
Intentional Bodily Harm,Rostov Oblast,2018,442,10.4
Intentional Bodily Harm,Sevastopol,2018,54,11.3
Intentional Bodily Harm,Republic of Bashkortostan,2018,653,15.8
Intentional Bodily Harm,Mari El Republic,2018,108,15.8
Intentional Bodily Harm,Republic of Mordovia,2018,99,12.2
Intentional Bodily Harm,Republic of Tatarstan,2018,435,11.0
Intentional Bodily Harm,Udmurt Republic,2018,273,18.3
Intentional Bodily Harm,Chuvash Republic,2018,147,12.0
Intentional Bodily Harm,Perm Krai,2018,637,24.5
Intentional Bodily Harm,Kirov Oblast,2018,162,13.2
Intentional Bodily Harm,Nizhny Novgorod Oblast,2018,378,11.8
Intentional Bodily Harm,Orenburg Oblast,2018,352,18.2
Intentional Bodily Harm,Penza Oblast,2018,183,13.8
Intentional Bodily Harm,Samara Oblast,2018,420,13.1
Intentional Bodily Harm,Saratov Oblast,2018,256,10.2
Intentional Bodily Harm,Ulyanovsk Oblast,2018,178,14.4
Intentional Bodily Harm,Kurgan Oblast,2018,162,19.7
Intentional Bodily Harm,Sverdlovsk Oblast,2018,840,19.4
Intentional Bodily Harm,Tyumen Oblast,2018,352,23.0
Intentional Bodily Harm,Khanty–Mansi Autonomous Okrug – Yugra,2018,325,19.5
Intentional Bodily Harm,Yamalo-Nenets Autonomous Okrug,2018,107,20.9
Intentional Bodily Harm,Chelyabinsk Oblast,2018,734,21.0
Intentional Bodily Harm,Altai Republic,2018,60,28.4
Intentional Bodily Harm,Republic of Buryatia,2018,329,33.5
Intentional Bodily Harm,Tuva Republic,2018,373,115.2
Intentional Bodily Harm,Republic of Khakassia,2018,173,32.0
Intentional Bodily Harm,Altai Krai,2018,534,23.4
Intentional Bodily Harm,Zabaykalsky Krai,2018,452,43.2
Intentional Bodily Harm,Krasnoyarsk Krai,2018,780,27.1
Intentional Bodily Harm,Irkutsk Oblast,2018,869,36.1
Intentional Bodily Harm,Kemerovo Oblast,2018,901,33.5
Intentional Bodily Harm,Novosibirsk Oblast,2018,578,20.6
Intentional Bodily Harm,Omsk Oblast,2018,412,21.2
Intentional Bodily Harm,Tomsk Oblast,2018,242,22.5
Intentional Bodily Harm,Sakha (Yakutia) Republic,2018,361,37.3
Intentional Bodily Harm,Kamchatka Krai,2018,95,31.4
Intentional Bodily Harm,Primorsky Krai,2018,514,27.1
Intentional Bodily Harm,Khabarovsk Krai,2018,360,27.2
Intentional Bodily Harm,Amur Oblast,2018,272,34.3
Intentional Bodily Harm,Magadan Oblast,2018,42,29.4
Intentional Bodily Harm,Sakhalin Oblast,2018,164,34.3
Intentional Bodily Harm,Jewish Autonomous Oblast,2018,58,36.5
Intentional Bodily Harm,Chukotka Autonomous Okrug,2018,33,68.8
Rape,Russian Federation,2018,3374,2.3
Rape,Belgorod Oblast,2018,14,0.9
Rape,Bryansk Oblast,2018,13,1.1
Rape,Vladimir Oblast,2018,27,1.9
Rape,Voronezh Oblast,2018,31,1.3
Rape,Ivanovo Oblast,2018,16,1.6
Rape,Kaluga Oblast,2018,30,2.9
Rape,Kostroma Oblast,2018,8,1.3
Rape,Kursk Oblast,2018,38,3.4
Rape,Lipetsk Oblast,2018,20,1.7
Rape,Moscow Oblast,2018,110,1.4
Rape,Oryol Oblast,2018,7,0.9
Rape,Ryazan Oblast,2018,10,0.9
Rape,Smolensk Oblast,2018,18,1.9
Rape,Tambov Oblast,2018,8,0.8
Rape,Tver Oblast,2018,30,2.3
Rape,Tula Oblast,2018,19,1.2
Rape,Yaroslavl Oblast,2018,15,1.2
Rape,Moscow,2018,131,1.0
Rape,Republic of Karelia,2018,10,1.7
Rape,Komi Republic,2018,23,2.9
Rape,Arkhangelsk Oblast,2018,20,1.9
Rape,Nenets Autonomous Okrug,2018,1,2.4
Rape,Vologda Oblast,2018,9,0.8
Rape,Kaliningrad Oblast,2018,13,1.3
Rape,Leningrad Oblast,2018,35,1.9
Rape,Murmansk Oblast,2018,3,0.4
Rape,Novgorod Oblast,2018,14,2.3
Rape,Pskov Oblast,2018,4,0.6
Rape,Saint Petersburg,2018,68,1.2
Rape,Republic of Dagestan,2018,18,0.6
Rape,Republic of Ingushetia,2018,1,0.2
Rape,Kabardino-Balkar Republic,2018,14,1.6
Rape,Karachay-Cherkess Republic,2018,25,5.3
Rape,Republic of North Ossetia-Alania,2018,10,1.4
Rape,Chechen Republic,2018,2,0.1
Rape,Stavropol Krai,2018,66,2.3
Rape,Republic of Adygea,2018,6,1.3
Rape,Republic of Kalmykia,2018,9,3.3
Rape,Republic of Crimea,2018,32,1.7
Rape,Krasnodar Krai,2018,91,1.6
Rape,Astrakhan Oblast,2018,39,3.9
Rape,Volgograd Oblast,2018,32,1.3
Rape,Rostov Oblast,2018,85,2.0
Rape,Sevastopol,2018,7,1.5
Rape,Republic of Bashkortostan,2018,110,2.7
Rape,Mari El Republic,2018,1,0.1
Rape,Republic of Mordovia,2018,11,1.4
Rape,Republic of Tatarstan,2018,230,5.8
Rape,Udmurt Republic,2018,37,2.5
Rape,Chuvash Republic,2018,41,3.4
Rape,Perm Krai,2018,118,4.5
Rape,Kirov Oblast,2018,22,1.8
Rape,Nizhny Novgorod Oblast,2018,96,3.0
Rape,Orenburg Oblast,2018,59,3.1
Rape,Penza Oblast,2018,30,2.3
Rape,Samara Oblast,2018,40,1.2
Rape,Saratov Oblast,2018,85,3.4
Rape,Ulyanovsk Oblast,2018,13,1.0
Rape,Kurgan Oblast,2018,29,3.5
Rape,Sverdlovsk Oblast,2018,245,5.7
Rape,Tyumen Oblast,2018,56,3.7
Rape,Khanty–Mansi Autonomous Okrug – Yugra,2018,27,1.6
Rape,Yamalo-Nenets Autonomous Okrug,2018,16,3.1
Rape,Chelyabinsk Oblast,2018,70,2.0
Rape,Altai Republic,2018,8,3.8
Rape,Republic of Buryatia,2018,39,4.0
Rape,Tuva Republic,2018,53,16.4
Rape,Republic of Khakassia,2018,42,7.8
Rape,Altai Krai,2018,46,2.0
Rape,Zabaykalsky Krai,2018,61,5.8
Rape,Krasnoyarsk Krai,2018,112,3.9
Rape,Irkutsk Oblast,2018,48,2.0
Rape,Kemerovo Oblast,2018,87,3.2
Rape,Novosibirsk Oblast,2018,74,2.6
Rape,Omsk Oblast,2018,45,2.3
Rape,Tomsk Oblast,2018,20,1.9
Rape,Sakha (Yakutia) Republic,2018,48,5.0
Rape,Kamchatka Krai,2018,9,3.0
Rape,Primorsky Krai,2018,52,2.7
Rape,Khabarovsk Krai,2018,52,3.9
Rape,Amur Oblast,2018,15,1.9
Rape,Magadan Oblast,2018,3,2.1
Rape,Sakhalin Oblast,2018,11,2.3
Rape,Jewish Autonomous Oblast,2018,5,3.1
Rape,Chukotka Autonomous Okrug,2018,2,4.2
Theft,Russian Federation,2018,756395,511.8
Theft,Belgorod Oblast,2018,4985,321.0
Theft,Bryansk Oblast,2018,5152,426.4
Theft,Vladimir Oblast,2018,6569,472.5
Theft,Voronezh Oblast,2018,13409,572.3
Theft,Ivanovo Oblast,2018,5705,581.8
Theft,Kaluga Oblast,2018,5947,566.1
Theft,Kostroma Oblast,2018,2841,461.4
Theft,Kursk Oblast,2018,4066,365.7
Theft,Lipetsk Oblast,2018,4352,373.3
Theft,Moscow Oblast,2018,31257,386.4
Theft,Oryol Oblast,2018,3294,442.3
Theft,Ryazan Oblast,2018,3102,274.5
Theft,Smolensk Oblast,2018,4335,463.8
Theft,Tambov Oblast,2018,3836,371.3
Theft,Tver Oblast,2018,7816,610.0
Theft,Tula Oblast,2018,5048,329.3
Theft,Yaroslavl Oblast,2018,7852,627.2
Theft,Moscow,2018,62689,495.1
Theft,Republic of Karelia,2018,4920,860.4
Theft,Komi Republic,2018,4433,557.0
Theft,Arkhangelsk Oblast,2018,6686,637.3
Theft,Nenets Autonomous Okrug,2018,272,646.8
Theft,Vologda Oblast,2018,6907,587.3
Theft,Kaliningrad Oblast,2018,6147,616.8
Theft,Leningrad Oblast,2018,9104,486.5
Theft,Murmansk Oblast,2018,3740,523.3
Theft,Novgorod Oblast,2018,4510,747.1
Theft,Pskov Oblast,2018,2983,476.7
Theft,Saint Petersburg,2018,19174,348.9
Theft,Republic of Dagestan,2018,1999,64.8
Theft,Republic of Ingushetia,2018,320,66.7
Theft,Kabardino-Balkar Republic,2018,1740,195.8
Theft,Karachay-Cherkess Republic,2018,830,176.6
Theft,Republic of North Ossetia-Alania,2018,1431,204.2
Theft,Chechen Republic,2018,593,41.3
Theft,Stavropol Krai,2018,11688,405.9
Theft,Republic of Adygea,2018,1321,279.5
Theft,Republic of Kalmykia,2018,559,203.6
Theft,Republic of Crimea,2018,8970,464.9
Theft,Krasnodar Krai,2018,28029,492.1
Theft,Astrakhan Oblast,2018,3458,346.7
Theft,Volgograd Oblast,2018,16926,664.2
Theft,Rostov Oblast,2018,24671,581.1
Theft,Sevastopol,2018,1329,277.1
Theft,Republic of Bashkortostan,2018,21138,512.7
Theft,Mari El Republic,2018,2418,352.8
Theft,Republic of Mordovia,2018,1819,224.1
Theft,Republic of Tatarstan,2018,16377,412.9
Theft,Udmurt Republic,2018,8605,577.5
Theft,Chuvash Republic,2018,3354,274.6
Theft,Perm Krai,2018,15709,603.2
Theft,Kirov Oblast,2018,6817,555.2
Theft,Nizhny Novgorod Oblast,2018,16208,504.5
Theft,Orenburg Oblast,2018,9102,471.5
Theft,Penza Oblast,2018,4349,328.7
Theft,Samara Oblast,2018,16587,516.0
Theft,Saratov Oblast,2018,11418,455.5
Theft,Ulyanovsk Oblast,2018,5020,405.3
Theft,Kurgan Oblast,2018,5616,681.2
Theft,Sverdlovsk Oblast,2018,21895,506.3
Theft,Tyumen Oblast,2018,8908,581.9
Theft,Khanty–Mansi Autonomous Okrug – Yugra,2018,5943,357.5
Theft,Yamalo-Nenets Autonomous Okrug,2018,2124,415.5
Theft,Chelyabinsk Oblast,2018,24943,713.7
Theft,Altai Republic,2018,1463,693.0
Theft,Republic of Buryatia,2018,10351,1054.8
Theft,Tuva Republic,2018,3945,1218.0
Theft,Republic of Khakassia,2018,4086,755.9
Theft,Altai Krai,2018,14624,642.1
Theft,Zabaykalsky Krai,2018,10548,1008.4
Theft,Krasnoyarsk Krai,2018,19249,668.1
Theft,Irkutsk Oblast,2018,17818,739.9
Theft,Kemerovo Oblast,2018,19331,719.4
Theft,Novosibirsk Oblast,2018,21765,777.4
Theft,Omsk Oblast,2018,10386,534.8
Theft,Tomsk Oblast,2018,6591,613.3
Theft,Sakha (Yakutia) Republic,2018,3706,382.8
Theft,Kamchatka Krai,2018,1944,642.6
Theft,Primorsky Krai,2018,11142,586.9
Theft,Khabarovsk Krai,2018,9672,730.7
Theft,Amur Oblast,2018,7231,912.2
Theft,Magadan Oblast,2018,775,542.3
Theft,Sakhalin Oblast,2018,3492,730.0
Theft,Jewish Autonomous Oblast,2018,1490,936.5
Theft,Chukotka Autonomous Okrug,2018,192,400.1
Robbery without violence,Russian Federation,2018,50111,33.9
Robbery without violence,Belgorod Oblast,2018,301,19.4
Robbery without violence,Bryansk Oblast,2018,348,28.8
Robbery without violence,Vladimir Oblast,2018,641,46.1
Robbery without violence,Voronezh Oblast,2018,722,30.8
Robbery without violence,Ivanovo Oblast,2018,391,39.9
Robbery without violence,Kaluga Oblast,2018,404,38.5
Robbery without violence,Kostroma Oblast,2018,178,28.9
Robbery without violence,Kursk Oblast,2018,203,18.3
Robbery without violence,Lipetsk Oblast,2018,416,35.7
Robbery without violence,Moscow Oblast,2018,2415,29.9
Robbery without violence,Oryol Oblast,2018,240,32.2
Robbery without violence,Ryazan Oblast,2018,279,24.7
Robbery without violence,Smolensk Oblast,2018,361,38.6
Robbery without violence,Tambov Oblast,2018,214,20.7
Robbery without violence,Tver Oblast,2018,330,25.8
Robbery without violence,Tula Oblast,2018,359,23.4
Robbery without violence,Yaroslavl Oblast,2018,625,49.9
Robbery without violence,Moscow,2018,4009,31.7
Robbery without violence,Republic of Karelia,2018,383,67.0
Robbery without violence,Komi Republic,2018,377,47.4
Robbery without violence,Arkhangelsk Oblast,2018,624,59.5
Robbery without violence,Nenets Autonomous Okrug,2018,20,47.6
Robbery without violence,Vologda Oblast,2018,398,33.8
Robbery without violence,Kaliningrad Oblast,2018,441,44.3
Robbery without violence,Leningrad Oblast,2018,524,28.0
Robbery without violence,Murmansk Oblast,2018,302,42.3
Robbery without violence,Novgorod Oblast,2018,349,57.8
Robbery without violence,Pskov Oblast,2018,135,21.6
Robbery without violence,Saint Petersburg,2018,1747,31.8
Robbery without violence,Republic of Dagestan,2018,126,4.1
Robbery without violence,Republic of Ingushetia,2018,20,4.2
Robbery without violence,Kabardino-Balkar Republic,2018,93,10.5
